Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Abil/Name/ArcNodeSpawnShadowOfTheVoidMutalisk;Spawn Shade (Mutalisk);Spawn Shade (Mutalisk);Spawn Shade (Mutalisk);Spawn Shade (Mutalisk);Aparición sombría (Mutalisco);Spawn Shade (Mutalisk);Spawn Shade (Mutalisk);그림자 생성 (뮤탈리스크);Spawn Shade (Mutalisk);Gerar Vulto (Mutalisca);Spawn Shade (Mutalisk);產生幽影（飛螳）
Abil/Name/ArcNodeSpawnShadowOfTheVoidOverseer;Spawn Shade (Overseer);Spawn Shade (Overseer);Spawn Shade (Overseer);Spawn Shade (Overseer);Aparición sombría (Vigía supremo);Spawn Shade (Overseer);Spawn Shade (Overseer);그림자 생성 (감시군주);Spawn Shade (Overseer);Gerar Vulto (Supervigia);Spawn Shade (Overseer);產生幽影（監察王蟲）
Abil/Name/ArcNodeSpawnShadowOfTheVoidStalker;Spawn Shade (Stalker);Spawn Shade (Stalker);Spawn Shade (Stalker);Spawn Shade (Stalker);Aparición sombría (Persecutor);Spawn Shade (Stalker);Spawn Shade (Stalker);그림자 생성 (추적자);Spawn Shade (Stalker);Gerar Vulto (Tormento);Spawn Shade (Stalker);產生幽影（追獵者）
Abil/Name/ArcNodeSpawnShadowOfTheVoidUltralisk;Spawn Shade (Ultralisk);Spawn Shade (Ultralisk);Spawn Shade (Ultralisk);Spawn Shade (Ultralisk);Aparición sombría (Ultralisco);Spawn Shade (Ultralisk);Spawn Shade (Ultralisk);그림자 생성 (울트라리스크);Spawn Shade (Ultralisk);Gerar Vulto (Mammuthus);Spawn Shade (Ultralisk);產生幽影（雷獸）
Abil/Name/ArcNodeSpawnShadowOfTheVoidUnitParent;Spawn Shade Unit Parent;Spawn Shade Unit Parent;Spawn Shade Unit Parent;Spawn Shade Unit Parent;Aparición sombría - Unidad - Principal;Spawn Shade Unit Parent;Spawn Shade Unit Parent;그림자 유닛 부모 생성;Spawn Shade Unit Parent;Gerar Vulto - Unidade Pai;Spawn Shade Unit Parent;產生幽影的父項單位
Abil/Name/ArcNodeSpawnShadowOfTheVoidVoidRay;Spawn Shade (Void Ray);Spawn Shade (Void Ray);Spawn Shade (Void Ray);Spawn Shade (Void Ray);Aparición sombría (Mantarraya del Vacío);Spawn Shade (Void Ray);Spawn Shade (Void Ray);그림자 생성 (공허 포격기);Spawn Shade (Void Ray);Gerar Vulto (Destruidora);Spawn Shade (Void Ray);產生幽影（虛空艦）
Abil/Name/ArcNodeSpawnShadowOfTheVoidZealot;Spawn Shade (Zealot);Spawn Shade (Zealot);Spawn Shade (Zealot);Spawn Shade (Zealot);Aparición sombría (Zelot);Spawn Shade (Zealot);Spawn Shade (Zealot);그림자 생성 (광전사);Spawn Shade (Zealot);Gerar Vulto (Fanáticus);Spawn Shade (Zealot);產生幽影（狂戰士）
Abil/Name/ArcNodeSpawnShadowOfTheVoidZergling;Spawn Shade (Zergling);Spawn Shade (Zergling);Spawn Shade (Zergling);Spawn Shade (Zergling);Aparición sombría (Zerguezno);Spawn Shade (Zergling);Spawn Shade (Zergling);그림자 생성 (저글링);Spawn Shade (Zergling);Gerar Vulto (Zergnídeo);Spawn Shade (Zergling);產生幽影（異化蟲）
Abil/Name/ArchAngelCoopAssaultMode;Archangel Assault Mode;Archangel Assault Mode;Archangel Assault Mode;Archangel Assault Mode;Arcángel - Modo Asalto;Archangel Assault Mode;Archangel Assault Mode;대천사 돌격 모드;Archangel Assault Mode;Archangel Assault Mode;大天使机甲模式;大天使 - 突擊模式
Abil/Name/ArchAngelCoopBombardment;Archangel Bombardment;Archangel Bombardment;Archangel Bombardment;Archangel Bombardment;Arcángel - Bombardeo;Archangel Bombardment;Archangel Bombardment;대천사 폭격;Archangel Bombardment;Archangel Bombardment;大天使轰炸;大天使 - 轟炸
Abil/Name/ArchAngelCoopFighterMode;Archangel Fighter Mode;Archangel Fighter Mode;Archangel Fighter Mode;Archangel Fighter Mode;Arcángel - Modo Caza;Archangel Fighter Mode;Archangel Fighter Mode;대천사 전투기 모드;Archangel Fighter Mode;Archangel Fighter Mode;大天使战机模式;大天使 - 戰機模式
Abil/Name/ArchAngelCoopGunShot;Archangel Gun Shot;Archangel Gun Shot;Archangel Gun Shot;Archangel Gun Shot;Arcángel - Disparo de arma;Archangel Gun Shot;Archangel Gun Shot;대천사 포탄 사격;Archangel Gun Shot;Archangel Gun Shot;大天使机炮扫射;大天使 - 機槍掃射
Abil/Name/ArchAngelCoopGunShotCharge;Archangel Charge Up;Archangel Charge Up;Archangel Charge Up;Archangel Charge Up;Arcángel - Cargar;Archangel Charge Up;Archangel Charge Up;대천사 충전;Archangel Charge Up;Archangel Charge Up;大天使充能;大天使 - 充能
Abil/Name/ArchAngelCoopMissileShot;Archangel Missile Shot;Archangel Missile Shot;Archangel Missile Shot;Archangel Missile Shot;Arcángel - Disparo de misil;Archangel Missile Shot;Archangel Missile Shot;대천사 미사일 발사;Archangel Missile Shot;Archangel Missile Shot;大天使飞弹发射;大天使 - 飛彈射擊
Abil/Name/ArchAngelCoopRepel;Archangel Repel;Archangel Repel;Archangel Repel;Archangel Repel;Arcángel - Repeler;Archangel Repel;Archangel Repel;대천사 격퇴;Archangel Repel;Archangel Repel;大天使反击;大天使 - 震退
Abil/Name/ArchiveSeal;Seal Archive;Seal Archive;Seal Archive;Seal Archive;Sellar archivo;Seal Archive;Seal Archive;보관소 봉인;Seal Archive;Vedar arquivo;封闭文献馆;封印文庫
Abil/Name/ArchiveShakurasLower;Archive;Archive;Archive;Archive;Archivo;Archive;Archive;보관실;Archive;Arquivo;Archive;文庫
Abil/Name/ArchonAdvancedMerge;Archon Advanced Merge;Archon Advanced Merge;Archon Advanced Merge;Archon Advanced Merge;Fusión avanzada de Arconte;Archon Advanced Merge;Archon Advanced Merge;집정관 고급 합체;Archon Advanced Merge;Arconte Combinar Avançado;Archon Advanced Merge;執政官進階合併
Abil/Name/ArmRaynorLabMagazine;Arm Raynor Lab Magazine;Перезарядка лабораторной обоймы Рейнора;Arm Raynor Lab Magazine;Armar cargador de laboratorio de Raynor;Brazo - Raynor - Laboratorio - Cargador;Chargeur labo arme de raynor;Munizionamento Raynor laboratorio;레이너 연구실 탄창 장전;Ramię – Raynor, Laboratorium – Magazyn;Carga Armar Laboratório Raynor;装填雷诺实验室弹夹;雷諾 - 實驗室 - 填充彈匣
Abil/Name/ArmoryResearchVoidCoop;Armory Research;Armory Research;Armory Research;Armory Research;Armería - Investigación;Armory Research;Armory Research;무기고 연구;Armory Research;Pesquisa de Arsenal;军械库研究;兵工廠 - 研發
Abil/Name/ArtanisAreaStun;Psi Explosion;Psi Explosion;Psi Explosion;Psi Explosion;Explosión psiónica;Psi Explosion;Psi Explosion;사이오닉 폭발;Psi Explosion;Explosão Psíquica;Psi Explosion;幽能震爆
Abil/Name/ArtanisAstralWind;Artanis Astral Wind;Artanis Astral Wind;Artanis Astral Wind;Artanis Astral Wind;Artanis - Viento astral;Artanis Astral Wind;Artanis Astral Wind;아르타니스 별의 바람;Artanis Astral Wind;Vento Astral de Artanis;Artanis Astral Wind;亞坦尼斯 - 星癒之風
Abil/Name/ArtanisBlinkStrikeAiur02;Blink Strike;Blink Strike;Blink Strike;Blink Strike;Ataque súbito;Blink Strike;Blink Strike;점멸 공격;Blink Strike;Ataque de Translação;Blink Strike;瞬移轟炸
Abil/Name/ArtanisChannel;Artanis Channel;Artanis Channel;Artanis Channel;Artanis Channel;Artanis - Canalización;Artanis Channel;Artanis Channel;아르타니스 집중;Artanis Channel;Canalização de Artanis;Artanis Channel;亞坦尼斯 - 導引
Abil/Name/ArtanisFeedback;Feedback;Feedback;Feedback;Feedback;Retroalimentación;Feedback;Feedback;환류;Feedback;Feedback;Feedback;潰蝕
Abil/Name/ArtanisHallucinationArmy;Artanis Hallucination Army;Artanis Hallucination Army;Artanis Hallucination Army;Artanis Hallucination Army;Artanis - Ejército ilusorio;Artanis Hallucination Army;Artanis Hallucination Army;아르타니스 환상 군대;Artanis Hallucination Army;Exército de Alucinações de Artanis;Artanis Hallucination Army;亞坦尼斯幻影分身大軍
Abil/Name/ArtanisInspire;Inspire;Inspire;Inspire;Inspire;Inspiración;Inspire;Inspire;격려;Inspire;Inspirar;Inspire;激勵
Abil/Name/ArtanisLightningDash;Artanis Lightning Dash;Artanis Lightning Dash;Artanis Lightning Dash;Artanis Lightning Dash;Artanis - Embestida relámpago;Artanis Lightning Dash;Artanis Lightning Dash;아르타니스 번개 돌진;Artanis Lightning Dash;Investida Relâmpago de Artanis;Artanis Lightning Dash;亞坦尼斯 - 電光突擊
Abil/Name/ArtanisLineAttack;Psionic Shockwave;Psionic Shockwave;Psionic Shockwave;Psionic Shockwave;Oleada psiónica;Psionic Shockwave;Psionic Shockwave;사이오닉 충격파;Psionic Shockwave;Onda de Choque Psiônica;Psionic Shockwave;幽能衝擊波
Abil/Name/ArtanisMaelstrom;Maelstrom;Maelstrom;Maelstrom;Maelstrom;Maelstrom;Maelstrom;Maelstrom;혼돈의 폭풍;Maelstrom;Turbilhão;Maelstrom;混沌風暴
Abil/Name/ArtanisOvercharge;Overcharge;Overcharge;Overcharge;Overcharge;Sobrecarga;Overcharge;Overcharge;과충전;Overcharge;Sobrecarga;Overcharge;超載
Abil/Name/ArtanisStasisField;Artanis Stasis Field;Artanis Stasis Field;Artanis Stasis Field;Artanis Stasis Field;Artanis - Campo de estasis;Artanis Stasis Field;Artanis Stasis Field;아르타니스 정지장;Artanis Stasis Field;Campo de Estase de Artanis;Artanis Stasis Field;亞坦尼斯 - 靜滯力場
Abil/Name/ArtanisTemporalField;Temporal Field;Temporal Field;Temporal Field;Temporal Field;Campo temporal;Temporal Field;Temporal Field;감속장;Temporal Field;Campo Temporal;Temporal Field;時空力場
Abil/Name/ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;아르타니스 공허 사이오닉 폭풍;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;ArtanisVoidPsiStorm;亞坦尼斯 - 虛空 - 幽能風暴
Abil/Name/ArtanisVortex;Vortex;Vortex;Vortex;Vortex;Vórtice;Vortex;Vortex;소용돌이;Vortex;Vórtice;星河漩涡;漩渦
Abil/Name/ArtanisWormholeTransit;Wormhole Transit;Wormhole Transit;Wormhole Transit;Wormhole Transit;Tránsito por agujero de gusano;Wormhole Transit;Wormhole Transit;웜홀 이동;Wormhole Transit;Trânsito protônico;虫洞传送;蟲洞傳送
Abil/Name/AscendantSacrifice;Ascendant Sacrifice;Ascendant Sacrifice;Ascendant Sacrifice;Ascendant Sacrifice;Ascendiente - Sacrificio;Ascendant Sacrifice;Ascendant Sacrifice;승천자 희생;Ascendant Sacrifice;Sacrifício Ascendente;Ascendant Sacrifice;飛升者 - 獻祭
Abil/Name/AshWormBurrowMove;Ash Worm Burrow Move;Пепельный червь - передвижение под землей;Ash Worm Burrow Move;Movimiento subterráneo de gusano de ceniza;Movimiento enterrado de Gusano de ceniza;Déplacement d’enfouissement du ver de cendre;Movimento rintanato Verme delle ceneri;먼지 벌레 잠복 이동;Czerw pyłowy – zagrzeb – ruch;Deslocamento de Verme das Cinzas Entocado;灰烬虫潜地移动;燼蟲遁地移動
Abil/Name/AssimilatorPipesMorph;Assimilator Pipes Morph;Assimilator Pipes Morph;Assimilator Pipes Morph;Assimilator Pipes Morph;Transformación de tubos del asimilador;Assimilator Pipes Morph;Assimilator Pipes Morph;동화 관 변이;Assimilator Pipes Morph;Transmutar Canos Assimiladores;Assimilator Pipes Morph;瓦斯處理廠 - 輸送管 - 變形
Abil/Name/AssimilatorPipesToExtractor;Assimilator Pipes To Extractor;Assimilator Pipes To Extractor;Assimilator Pipes To Extractor;Assimilator Pipes To Extractor;Tubos del asimilador al extractor;Assimilator Pipes To Extractor;Assimilator Pipes To Extractor;동화 관을 추출장으로;Assimilator Pipes To Extractor;Canos Assimiladores para Extrator;Assimilator Pipes To Extractor;瓦斯處理廠輸送管連至瓦斯萃取巢
Abil/Name/AssimilatorToAutomatedAssimilator;Assimilator To Automated Assimilator;Assimilator To Automated Assimilator;Assimilator To Automated Assimilator;Assimilator To Automated Assimilator;Asimilador a Asimilador automatizado;Assimilator To Automated Assimilator;Assimilator To Automated Assimilator;융화소에서 자동 융화소로;Assimilator To Automated Assimilator;Assimilador para Assimilador Automático;Assimilator To Automated Assimilator;瓦斯處理廠變為自動化瓦斯處理廠
Abil/Name/AttackAllowsInvulnerable;Attack (Allows Invulnerable);Attack (Allows Invulnerable);Attack (Allows Invulnerable);Attack (Allows Invulnerable);Ataque (Permite invulnerables);Attack (Allows Invulnerable);Attack (Allows Invulnerable);공격 (무적 허용);Attack (Allows Invulnerable);Ataque (permite invulnerável);攻击(允许无敌);攻擊（允許無敵）
Abil/Name/AttackFriend;Attack Friend;Attack Friend;Attack Friend;Attack Friend;Atacar amigo;Attack Friend;Attack Friend;아군 공격;Attack Friend;Atacar Amigo;攻击盟友;攻擊友軍
Abil/Name/AttackRedirectInfestedBunker;Attack Redirect Infested Bunker;Attack Redirect Infested Bunker;Attack Redirect Infested Bunker;Attack Redirect Infested Bunker;Ataque - Redirigir - Búnker infestado;Attack Redirect Infested Bunker;Attack Redirect Infested Bunker;공격 재지정 감염된 벙커;Attack Redirect Infested Bunker;Redirecionamento de Ataque da Casamata Infestada;攻击重新指向被感染的地堡;攻擊_轉移_受感染的碉堡
Abil/Name/AttackWithNeutralScan;Attack With Neutral Scan;Attack With Neutral Scan;Attack With Neutral Scan;Attack With Neutral Scan;Atacar con escaneo neutral;Attack With Neutral Scan;Attack With Neutral Scan;중립 탐지로 공격;Attack With Neutral Scan;Atacar com Varredura Neutra;使用神经扫描攻击;以中立掃描攻擊
Abil/Name/AttackWithNeutralScanAirGround;Attack With Neutral Scan Air/Ground;Attack With Neutral Scan Air/Ground;Attack With Neutral Scan Air/Ground;Attack With Neutral Scan Air/Ground;Ataque con escaneo neutral aéreo/terrestre;Attack With Neutral Scan Air/Ground;Attack With Neutral Scan Air/Ground;중립 탐지로 공중/지상 공격;Attack With Neutral Scan Air/Ground;Atacar com Varredura Aérea/Terrestre Neutra;使用神经扫描攻击空中与地面;以中立掃描攻擊空中/地面單位
Abil/Name/AutoGetInfestedAmmo;Auto Get Infested Ammo;Auto Get Infested Ammo;Auto Get Infested Ammo;Auto Get Infested Ammo;Conseguir munición infestada automáticamente;Auto Get Infested Ammo;Auto Get Infested Ammo;감염된 탄약 자동 획득;Auto Get Infested Ammo;Auto Get Infested Ammo;自动获取被感染的弹药;自動獲得受感染的彈藥
Abil/Name/AutomatedAssimilatorToAssimilator;Automated Assimilator To Assimilator;Automated Assimilator To Assimilator;Automated Assimilator To Assimilator;Automated Assimilator To Assimilator;Asimilador automatizado a Asimilador;Automated Assimilator To Assimilator;Automated Assimilator To Assimilator;자동 융화소에서 융화소로;Automated Assimilator To Assimilator;Assimilador Automático para Assimilador;Automated Assimilator To Assimilator;自動化瓦斯處理廠變為瓦斯處理廠
Abil/Name/AutomatedExtractorToExtractor;Automated Extractor To Extractor;Из автоматического экстрактора в экстрактор;Automatischer Extraktor zu Extraktor;Extractor automatizado a extractor;Extractor automatizado a Extractor;Extracteur automatisé à extracteur;Estrattore automatizzato;자동 추출장을 추출장으로;Samoczynny ekstraktor w ekstraktor;Extrator Automatizado para Extrator;自动萃取房变为萃取房;自動化瓦斯萃取巢轉化為瓦斯萃取巢
Abil/Name/BansheeAirstrike;Banshee Airstrike;Banshee Airstrike;Banshee Airstrike;Banshee Airstrike;Banshee - Ataque aéreo;Banshee Airstrike;Banshee Airstrike;밴시 공습;Banshee Airstrike;Ataque Aéreo de Vudu;女妖空袭;女妖轟炸機空襲
Abil/Name/BansheeBombingRun;Bombing Run;Bombing Run;Bombing Run;Bombing Run;Bombardeo - Huída;Bombing Run;Bombing Run;폭격 비행;Bombing Run;Passagem de Bombardeio;轰炸突袭;出動轟炸
Abil/Name/BansheeCloak;Cloaking Field;Cloaking Field;Cloaking Field;Cloaking Field;Campo de camuflaje;Cloaking Field;Cloaking Field;은폐장;Cloaking Field;Campo de Camuflagem;隐形力场;匿蹤力場
Abil/Name/BarbedTentacleAttack;Barbed Tentacle Attack;Шипастые щупальца - атака;Barbed Tentacle Attack;Ataque de tentáculo con púas;Tentáculo espinoso - Atacar;Attaque de tentacules acérés;Attacco Tentacoli uncinati;날카로운 촉수 공격;Kolczaste macki – Atak;Ataque de Tentáculos Farpados;倒刺触须 攻击;尖刺觸角 - 攻擊
Abil/Name/BarracksAddOns;AddOns;AddOns;AddOns;AddOns;Complementos;AddOns;AddOns;부속건물;AddOns;Adicionais;附属建筑;附屬建築
Abil/Name/BarracksLiftOffTychus;Lift Off;Lift Off;Lift Off;Lift Off;Despegue;Lift Off;Lift Off;이륙;Lift Off;Decolar;升空;升空
Abil/Name/BarracksTechLabResearch_BlackOps;Barracks Tech Lab Research_BlackOps;Barracks Tech Lab Research_BlackOps;Barracks Tech Lab Research_BlackOps;Barracks Tech Lab Research_BlackOps;Cuartel - Tecnolab - Research_BlackOps;Barracks Tech Lab Research_BlackOps;Barracks Tech Lab Research_BlackOps;병영 기술실 연구 기밀작전;Barracks Tech Lab Research_BlackOps;Pesquisa do Laboratório Técnico do Quartel - Operações Secretas;Barracks Tech Lab Research_BlackOps;秘密任務兵營研發科技實驗室
Abil/Name/BarracksTechReactorMorph;Barracks Tech Reactor Morph;Barracks Tech Reactor Morph;Barracks Tech Reactor Morph;Barracks Tech Reactor Morph;Cuartel - Tecnorreactor - Transformar;Barracks Tech Reactor Morph;Barracks Tech Reactor Morph;병영 기술 반응로 변형;Barracks Tech Reactor Morph;Quartel - Transformação do Reator técnico;兵营科技反应堆转型;轉換兵營科技反應爐
Abil/Name/BarracksTrain;Train;Train;Train;Train;Entrenar;Train;Train;훈련;Train;Treinar;训练;訓練
Abil/Name/BeamCaster1;Beam Caster Beam 1;Beam Caster Beam 1;Beam Caster Beam 1;Beam Caster Beam 1;Lanzador de rayos - Rayo 1;Beam Caster Beam 1;Beam Caster Beam 1;광선 시전자 광선 1;Beam Caster Beam 1;Lançador de Feixe - Feixe 1;Beam Caster Beam 1;
Abil/Name/BeamCaster10;Beam Caster Beam 10;Beam Caster Beam 10;Beam Caster Beam 10;Beam Caster Beam 10;Lanzador de rayos - Rayo 10;Beam Caster Beam 10;Beam Caster Beam 10;광선 시전자 광선 10;Beam Caster Beam 10;Beam Caster Beam 10;Beam Caster Beam 10;光束發射器光束10
Abil/Name/BeamCaster11;Beam Caster Beam 11;Beam Caster Beam 11;Beam Caster Beam 11;Beam Caster Beam 11;Lanzador de rayos - Rayo 11;Beam Caster Beam 11;Beam Caster Beam 11;광선 시전자 광선 11;Beam Caster Beam 11;Lançador de Feixe - Feixe 11;Beam Caster Beam 11;光束發射器光束11
Abil/Name/BeamCaster2;Beam Caster Beam 2;Beam Caster Beam 2;Beam Caster Beam 2;Beam Caster Beam 2;Lanzador de rayos - Rayo 2;Beam Caster Beam 2;Beam Caster Beam 2;광선 시전자 광선 2;Beam Caster Beam 2;Lançador de Feixe - Feixe 2;Beam Caster Beam 2;
Abil/Name/BeamCaster3;Beam Caster Beam 3;Beam Caster Beam 3;Beam Caster Beam 3;Beam Caster Beam 3;Lanzador de rayos - Rayo 3;Beam Caster Beam 3;Beam Caster Beam 3;광선 시전자 광선 3;Beam Caster Beam 3;Lançador de Feixe - Feixe 3;Beam Caster Beam 3;
Abil/Name/BeamCaster4;Beam Caster Beam 4;Beam Caster Beam 4;Beam Caster Beam 4;Beam Caster Beam 4;Lanzador de rayos - Rayo 4;Beam Caster Beam 4;Beam Caster Beam 4;광선 시전자 광선 4;Beam Caster Beam 4;Lançador de Feixe - Feixe 4;Beam Caster Beam 4;
Abil/Name/BeamCaster5;Beam Caster Beam 5;Beam Caster Beam 5;Beam Caster Beam 5;Beam Caster Beam 5;Lanzador de rayos - Rayo 5;Beam Caster Beam 5;Beam Caster Beam 5;광선 시전자 광선 5;Beam Caster Beam 5;Lançador de Feixe - Feixe 5;Beam Caster Beam 5;
Abil/Name/BeamCaster6;Beam Caster Beam 6;Beam Caster Beam 6;Beam Caster Beam 6;Beam Caster Beam 6;Lanzador de rayos - Rayo 6;Beam Caster Beam 6;Beam Caster Beam 6;광선 시전자 광선 6;Beam Caster Beam 6;Lançador de Feixe - Feixe 6;Beam Caster Beam 6;
Abil/Name/BeamCaster7;Beam Caster Beam 7;Beam Caster Beam 7;Beam Caster Beam 7;Beam Caster Beam 7;Lanzador de rayos - Rayo 7;Beam Caster Beam 7;Beam Caster Beam 7;광선 시전자 광선 7;Beam Caster Beam 7;Lançador de Feixe - Feixe 7;Beam Caster Beam 7;
Abil/Name/BeamCaster8;Beam Caster Beam 8;Beam Caster Beam 8;Beam Caster Beam 8;Beam Caster Beam 8;Lanzador de rayos - Rayo 8;Beam Caster Beam 8;Beam Caster Beam 8;광선 시전자 광선 8;Beam Caster Beam 8;Lançador de Feixe - Feixe 8;Beam Caster Beam 8;
